0.0,0.0,0.0,0.0,0.0,0.0,
20.9,39.8,39.3,5.2,6.9,7.3,
25.6,36.5,38.0,5.4,4.8,5.7,
23.9,35.5,40.7,4.3,4.6,5.2,
20.3,36.1,43.6,3.6,4.6,5.4,
17.4,34.9,47.7,3.0,4.1,5.5,
14.8,33.4,51.8,2.1,3.1,4.1,
14.5,33.6,51.9,1.5,2.6,3.2,
13.9,32.4,53.7,1.3,2.3,3.1,
11.9,31.4,56.7,0.9,1.4,0.9,
0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,

0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,
19.1,36.5,44.5,6.0,7.4,7.2,
23.6,32.8,43.7,4.6,4.2,5.0,
21.4,33.4,45.3,3.2,4.8,5.4,
18.1,33.8,48.1,2.4,4.5,5.5,
15.7,32.3,52.0,1.8,3.8,4.7,
14.3,31.0,54.6,1.5,3.3,3.9,
13.4,29.6,57.1,1.2,2.9,3.4,
12.7,27.7,59.6,1.0,2.7,3.1,
0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,
